cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.988985,0.009585,0.989436,0.008421,0.988686,0.009807
2027,5,0.993997,0.002425,0.993485,0.003109,0.993807,0.002509
2028,5,0.991794,0.005311,0.991481,0.005958,0.991538,0.00549
