fold_id,run_dir,latest_snapshot_path,train_duration_seconds
1,checkpoints/24_train_stylegan3_make_images_dibas/fold_1/00000-stylegan3-t-fold_1_minority_256-gpus1-batch8-gamma0.8192,checkpoints/24_train_stylegan3_make_images_dibas/fold_1/00000-stylegan3-t-fold_1_minority_256-gpus1-batch8-gamma0.8192/network-snapshot-000200.pkl,50463.62
2,checkpoints/24_train_stylegan3_make_images_dibas/fold_2/00000-stylegan3-t-fold_2_minority_256-gpus1-batch8-gamma0.8192,checkpoints/24_train_stylegan3_make_images_dibas/fold_2/00000-stylegan3-t-fold_2_minority_256-gpus1-batch8-gamma0.8192/network-snapshot-000200.pkl,51946.67
3,checkpoints/24_train_stylegan3_make_images_dibas/fold_3/00000-stylegan3-t-fold_3_minority_256-gpus1-batch8-gamma0.8192,checkpoints/24_train_stylegan3_make_images_dibas/fold_3/00000-stylegan3-t-fold_3_minority_256-gpus1-batch8-gamma0.8192/network-snapshot-000200.pkl,52705.73
4,checkpoints/24_train_stylegan3_make_images_dibas/fold_4/00000-stylegan3-t-fold_4_minority_256-gpus1-batch8-gamma0.8192,checkpoints/24_train_stylegan3_make_images_dibas/fold_4/00000-stylegan3-t-fold_4_minority_256-gpus1-batch8-gamma0.8192/network-snapshot-000200.pkl,51620.35
5,checkpoints/24_train_stylegan3_make_images_dibas/fold_5/00000-stylegan3-t-fold_5_minority_256-gpus1-batch8-gamma0.8192,checkpoints/24_train_stylegan3_make_images_dibas/fold_5/00000-stylegan3-t-fold_5_minority_256-gpus1-batch8-gamma0.8192/network-snapshot-000200.pkl,51092.95
