cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.993327,0.000569,0.992822,0.000737,0.993118,0.000585
2027,5,0.990964,0.003471,0.990705,0.002452,0.990694,0.003543
2028,5,0.990006,0.003134,0.989536,0.002964,0.989699,0.003217
