class_name,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
cocci,0.990771,0.009522,0.988632,0.006107,0.98965,0.003439
bacilli,0.992023,0.004248,0.99341,0.006971,0.99269,0.002512
