class_name,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
cocci,0.993349,0.004941,0.99246,0.004531,0.992893,0.003298
bacilli,0.99436,0.00343,0.995022,0.003731,0.994685,0.002497
