cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.993228,0.002859,0.992913,0.002978,0.993082,0.002916
2027,5,0.995578,0.001581,0.995431,0.001201,0.995484,0.001611
2028,5,0.992949,0.003518,0.992878,0.003657,0.992801,0.003583
