true_class,predicted_class,mean_row_rate,std_row_rate
cocci,cocci,0.99246,0.004531
cocci,bacilli,0.00754,0.004531
bacilli,cocci,0.004978,0.003731
bacilli,bacilli,0.995022,0.003731
