cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.995913,0.001714,0.995845,0.001427,0.995789,0.001763
2027,5,0.995243,0.001828,0.995057,0.001925,0.995097,0.001883
2028,5,0.996233,0.001245,0.99614,0.001334,0.996117,0.001282
