cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.990709,0.004947,0.989919,0.005874,0.990408,0.005121
2027,5,0.991316,0.005423,0.990539,0.006756,0.991029,0.005631
2028,5,0.993934,0.002209,0.993475,0.002752,0.993743,0.002285
