cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.973659,0.015376,0.972653,0.016992,0.972805,0.015959
2027,5,0.972062,0.02214,0.970248,0.023411,0.971124,0.02284
2028,5,0.980428,0.014808,0.980254,0.014477,0.979862,0.015207
