fold_id,run_dir,latest_snapshot_path,train_duration_seconds
1,checkpoints/04_train_gan_make_images_dibas/fold_1/00003-fold_1_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color,checkpoints/04_train_gan_make_images_dibas/fold_1/00003-fold_1_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color/network-snapshot-000200.pkl,25736.65
2,checkpoints/04_train_gan_make_images_dibas/fold_2/00003-fold_2_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color,checkpoints/04_train_gan_make_images_dibas/fold_2/00003-fold_2_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color/network-snapshot-000200.pkl,25703.38
3,checkpoints/04_train_gan_make_images_dibas/fold_3/00003-fold_3_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color,checkpoints/04_train_gan_make_images_dibas/fold_3/00003-fold_3_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color/network-snapshot-000200.pkl,25588.25
4,checkpoints/04_train_gan_make_images_dibas/fold_4/00002-fold_4_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color,checkpoints/04_train_gan_make_images_dibas/fold_4/00002-fold_4_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color/network-snapshot-000200.pkl,25711.29
5,checkpoints/04_train_gan_make_images_dibas/fold_5/00002-fold_5_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color,checkpoints/04_train_gan_make_images_dibas/fold_5/00002-fold_5_minority_256-mirror-auto1-kimg200-batch8-ada-target0.6-color/network-snapshot-000200.pkl,25650.56
