cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.996552,0.001579,0.996628,0.001268,0.996448,0.001624
2027,5,0.996169,0.001272,0.996017,0.001417,0.996051,0.001312
2028,5,0.993614,0.005278,0.993067,0.006783,0.993402,0.005483
