cnn_seed,run_seed,round_id,model_name,model_display_name,training_mode,epochs,train_loss_final,train_accuracy_final,elapsed_seconds,train_fold_id,test_fold_ids,raw_train_sample_count,raw_test_sample_count,real_train_patch_count,gan_train_patch_count,total_train_patch_count,test_patch_count,real_train_cocci_count,real_train_bacilli_count,gan_train_cocci_count,gan_train_bacilli_count,train_cocci_count,train_bacilli_count,test_cocci_count,test_bacilli_count,sample_count,tp,tn,fp,fn,accuracy,accuracy_cocci,accuracy_bacilli,precision_cocci,recall_cocci,f1_cocci,precision_bacilli,recall_bacilli,f1_bacilli,macro_precision,macro_recall,macro_f1,balanced_accuracy,checkpoint_path,prediction_path,training_history_path,run_tag
2026,2026,2,resnet50,ResNet-50,gan,10,0.004443,0.999455,168.65,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3659,2578,14,13,0.99569,0.994599,0.99646,0.994983,0.994599,0.994791,0.996188,0.99646,0.996324,0.995586,0.995529,0.995557,0.995529,checkpoints/06_resnet50_gan_dibas/seed_2026_round_2_final.pth,results/06_resnet50_gan_dibas/seed_2026_round_2_predictions.csv,results/06_resnet50_gan_dibas/seed_2026_round_2_training_history.csv,06_resnet50_gan_dibas
2026,2026,3,resnet50,ResNet-50,gan,10,0.001918,1.0,168.58,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3647,2576,16,25,0.993455,0.993827,0.993192,0.990388,0.993827,0.992105,0.995632,0.993192,0.99441,0.99301,0.993509,0.993258,0.993509,checkpoints/06_resnet50_gan_dibas/seed_2026_round_3_final.pth,results/06_resnet50_gan_dibas/seed_2026_round_3_predictions.csv,results/06_resnet50_gan_dibas/seed_2026_round_3_training_history.csv,06_resnet50_gan_dibas
2026,2026,4,resnet50,ResNet-50,gan,10,0.002793,0.999455,169.03,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3658,2582,10,14,0.996169,0.996142,0.996187,0.994607,0.996142,0.995374,0.997274,0.996187,0.99673,0.99594,0.996165,0.996052,0.996165,checkpoints/06_resnet50_gan_dibas/seed_2026_round_4_final.pth,results/06_resnet50_gan_dibas/seed_2026_round_4_predictions.csv,results/06_resnet50_gan_dibas/seed_2026_round_4_training_history.csv,06_resnet50_gan_dibas
2026,2026,5,resnet50,ResNet-50,gan,10,0.003852,0.998911,168.09,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3651,2569,23,21,0.992976,0.991127,0.994281,0.991892,0.991127,0.991509,0.99374,0.994281,0.99401,0.992816,0.992704,0.99276,0.992704,checkpoints/06_resnet50_gan_dibas/seed_2026_round_5_final.pth,results/06_resnet50_gan_dibas/seed_2026_round_5_predictions.csv,results/06_resnet50_gan_dibas/seed_2026_round_5_training_history.csv,06_resnet50_gan_dibas
2027,2027,1,resnet50,ResNet-50,gan,10,0.001768,0.999455,169.62,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3666,2539,53,6,0.990581,0.979552,0.998366,0.997642,0.979552,0.988515,0.985749,0.998366,0.992017,0.991696,0.988959,0.990266,0.988959,checkpoints/06_resnet50_gan_dibas/seed_2027_round_1_final.pth,results/06_resnet50_gan_dibas/seed_2027_round_1_predictions.csv,results/06_resnet50_gan_dibas/seed_2027_round_1_training_history.csv,06_resnet50_gan_dibas
2027,2027,2,resnet50,ResNet-50,gan,10,0.003198,0.999455,167.81,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3655,2584,8,17,0.996009,0.996914,0.99537,0.993464,0.996914,0.995186,0.997816,0.99537,0.996592,0.99564,0.996142,0.995889,0.996142,checkpoints/06_resnet50_gan_dibas/seed_2027_round_2_final.pth,results/06_resnet50_gan_dibas/seed_2027_round_2_predictions.csv,results/06_resnet50_gan_dibas/seed_2027_round_2_training_history.csv,06_resnet50_gan_dibas
2027,2027,3,resnet50,ResNet-50,gan,10,0.00025,1.0,171.42,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3648,2580,12,24,0.994253,0.99537,0.993464,0.990783,0.99537,0.993072,0.996721,0.993464,0.99509,0.993752,0.994417,0.994081,0.994417,checkpoints/06_resnet50_gan_dibas/seed_2027_round_3_final.pth,results/06_resnet50_gan_dibas/seed_2027_round_3_predictions.csv,results/06_resnet50_gan_dibas/seed_2027_round_3_training_history.csv,06_resnet50_gan_dibas
2027,2027,4,resnet50,ResNet-50,gan,10,0.001165,1.0,168.57,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3662,2587,5,10,0.997605,0.998071,0.997277,0.996149,0.998071,0.997109,0.998636,0.997277,0.997956,0.997393,0.997674,0.997533,0.997674,checkpoints/06_resnet50_gan_dibas/seed_2027_round_4_final.pth,results/06_resnet50_gan_dibas/seed_2027_round_4_predictions.csv,results/06_resnet50_gan_dibas/seed_2027_round_4_training_history.csv,06_resnet50_gan_dibas
2027,2027,5,resnet50,ResNet-50,gan,10,0.007657,0.998366,168.15,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3658,2580,12,14,0.995849,0.99537,0.996187,0.994603,0.99537,0.994987,0.99673,0.996187,0.996459,0.995667,0.995779,0.995723,0.995779,checkpoints/06_resnet50_gan_dibas/seed_2027_round_5_final.pth,results/06_resnet50_gan_dibas/seed_2027_round_5_predictions.csv,results/06_resnet50_gan_dibas/seed_2027_round_5_training_history.csv,06_resnet50_gan_dibas
2028,2028,1,resnet50,ResNet-50,gan,10,0.002072,1.0,168.96,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3659,2572,20,13,0.994732,0.992284,0.99646,0.994971,0.992284,0.993626,0.994564,0.99646,0.995511,0.994767,0.994372,0.994568,0.994372,checkpoints/06_resnet50_gan_dibas/seed_2028_round_1_final.pth,results/06_resnet50_gan_dibas/seed_2028_round_1_predictions.csv,results/06_resnet50_gan_dibas/seed_2028_round_1_training_history.csv,06_resnet50_gan_dibas
2028,2028,2,resnet50,ResNet-50,gan,10,0.000387,1.0,168.17,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3658,2574,18,14,0.994891,0.993056,0.996187,0.99459,0.993056,0.993822,0.995103,0.996187,0.995645,0.994847,0.994621,0.994734,0.994621,checkpoints/06_resnet50_gan_dibas/seed_2028_round_2_final.pth,results/06_resnet50_gan_dibas/seed_2028_round_2_predictions.csv,results/06_resnet50_gan_dibas/seed_2028_round_2_training_history.csv,06_resnet50_gan_dibas
2028,2028,3,resnet50,ResNet-50,gan,10,0.00032,1.0,168.93,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3647,2583,9,25,0.994572,0.996528,0.993192,0.990414,0.996528,0.993462,0.997538,0.993192,0.99536,0.993976,0.99486,0.994411,0.99486,checkpoints/06_resnet50_gan_dibas/seed_2028_round_3_final.pth,results/06_resnet50_gan_dibas/seed_2028_round_3_predictions.csv,results/06_resnet50_gan_dibas/seed_2028_round_3_training_history.csv,06_resnet50_gan_dibas
2028,2028,4,resnet50,ResNet-50,gan,10,0.001035,1.0,169.78,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3659,2581,11,13,0.996169,0.995756,0.99646,0.994988,0.995756,0.995372,0.997003,0.99646,0.996731,0.995996,0.996108,0.996052,0.996108,checkpoints/06_resnet50_gan_dibas/seed_2028_round_4_final.pth,results/06_resnet50_gan_dibas/seed_2028_round_4_predictions.csv,results/06_resnet50_gan_dibas/seed_2028_round_4_training_history.csv,06_resnet50_gan_dibas
2028,2028,5,resnet50,ResNet-50,gan,10,0.004098,0.999455,168.65,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3668,2564,28,4,0.994891,0.989198,0.998911,0.998442,0.989198,0.993798,0.992424,0.998911,0.995657,0.995433,0.994054,0.994728,0.994054,checkpoints/06_resnet50_gan_dibas/seed_2028_round_5_final.pth,results/06_resnet50_gan_dibas/seed_2028_round_5_predictions.csv,results/06_resnet50_gan_dibas/seed_2028_round_5_training_history.csv,06_resnet50_gan_dibas
2026,2026,1,resnet50,ResNet-50,stylegan3,10,0.001069,1.0,218.81,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3656,2581,11,16,0.99569,0.995756,0.995643,0.993839,0.995756,0.994797,0.997,0.995643,0.996321,0.99542,0.995699,0.995559,0.995699,checkpoints/26_resnet50_stylegan3_dibas/seed_2026_round_1_final.pth,results/26_resnet50_stylegan3_dibas/seed_2026_round_1_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2026_round_1_training_history.csv,26_resnet50_stylegan3_dibas
2026,2026,2,resnet50,ResNet-50,stylegan3,10,0.001225,1.0,168.57,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3660,2577,15,12,0.99569,0.994213,0.996732,0.995365,0.994213,0.994789,0.995918,0.996732,0.996325,0.995642,0.995472,0.995557,0.995472,checkpoints/26_resnet50_stylegan3_dibas/seed_2026_round_2_final.pth,results/26_resnet50_stylegan3_dibas/seed_2026_round_2_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2026_round_2_training_history.csv,26_resnet50_stylegan3_dibas
2026,2026,3,resnet50,ResNet-50,stylegan3,10,0.00071,1.0,168.18,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3643,2576,16,29,0.992816,0.993827,0.992102,0.988868,0.993827,0.991341,0.995627,0.992102,0.993862,0.992247,0.992965,0.992601,0.992965,checkpoints/26_resnet50_stylegan3_dibas/seed_2026_round_3_final.pth,results/26_resnet50_stylegan3_dibas/seed_2026_round_3_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2026_round_3_training_history.csv,26_resnet50_stylegan3_dibas
2026,2026,4,resnet50,ResNet-50,stylegan3,10,0.005393,0.998911,167.75,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3662,2562,30,10,0.993614,0.988426,0.997277,0.996112,0.988426,0.992254,0.991874,0.997277,0.994568,0.993993,0.992851,0.993411,0.992851,checkpoints/26_resnet50_stylegan3_dibas/seed_2026_round_4_final.pth,results/26_resnet50_stylegan3_dibas/seed_2026_round_4_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2026_round_4_training_history.csv,26_resnet50_stylegan3_dibas
2026,2026,5,resnet50,ResNet-50,stylegan3,10,0.006453,0.998911,169.02,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3668,2523,69,4,0.988346,0.97338,0.998911,0.998417,0.97338,0.985739,0.981536,0.998911,0.990147,0.989977,0.986145,0.987943,0.986145,checkpoints/26_resnet50_stylegan3_dibas/seed_2026_round_5_final.pth,results/26_resnet50_stylegan3_dibas/seed_2026_round_5_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2026_round_5_training_history.csv,26_resnet50_stylegan3_dibas
2027,2027,1,resnet50,ResNet-50,stylegan3,10,0.003821,0.998911,168.61,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3672,2492,100,0,0.984036,0.96142,1.0,1.0,0.96142,0.98033,0.973489,1.0,0.986566,0.986744,0.98071,0.983448,0.98071,checkpoints/26_resnet50_stylegan3_dibas/seed_2027_round_1_final.pth,results/26_resnet50_stylegan3_dibas/seed_2027_round_1_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2027_round_1_training_history.csv,26_resnet50_stylegan3_dibas
2027,2027,2,resnet50,ResNet-50,stylegan3,10,0.001542,1.0,172.42,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3660,2573,19,12,0.995051,0.99267,0.996732,0.995358,0.99267,0.994012,0.994836,0.996732,0.995783,0.995097,0.994701,0.994897,0.994701,checkpoints/26_resnet50_stylegan3_dibas/seed_2027_round_2_final.pth,results/26_resnet50_stylegan3_dibas/seed_2027_round_2_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2027_round_2_training_history.csv,26_resnet50_stylegan3_dibas
2027,2027,3,resnet50,ResNet-50,stylegan3,10,0.00018,1.0,168.09,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3642,2575,17,30,0.992497,0.993441,0.99183,0.988484,0.993441,0.990956,0.995354,0.99183,0.993589,0.991919,0.992636,0.992273,0.992636,checkpoints/26_resnet50_stylegan3_dibas/seed_2027_round_3_final.pth,results/26_resnet50_stylegan3_dibas/seed_2027_round_3_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2027_round_3_training_history.csv,26_resnet50_stylegan3_dibas
2027,2027,4,resnet50,ResNet-50,stylegan3,10,0.00206,1.0,167.14,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3657,2589,3,15,0.997126,0.998843,0.995915,0.99424,0.998843,0.996536,0.99918,0.995915,0.997545,0.99671,0.997379,0.99704,0.997379,checkpoints/26_resnet50_stylegan3_dibas/seed_2027_round_4_final.pth,results/26_resnet50_stylegan3_dibas/seed_2027_round_4_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2027_round_4_training_history.csv,26_resnet50_stylegan3_dibas
2027,2027,5,resnet50,ResNet-50,stylegan3,10,0.002411,1.0,168.48,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3667,2578,14,5,0.996967,0.994599,0.998638,0.998064,0.994599,0.996329,0.996197,0.998638,0.997416,0.99713,0.996619,0.996872,0.996619,checkpoints/26_resnet50_stylegan3_dibas/seed_2027_round_5_final.pth,results/26_resnet50_stylegan3_dibas/seed_2027_round_5_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2027_round_5_training_history.csv,26_resnet50_stylegan3_dibas
2028,2028,1,resnet50,ResNet-50,stylegan3,10,0.000641,1.0,168.04,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3663,2570,22,9,0.995051,0.991512,0.997549,0.99651,0.991512,0.994005,0.99403,0.997549,0.995786,0.99527,0.994531,0.994896,0.994531,checkpoints/26_resnet50_stylegan3_dibas/seed_2028_round_1_final.pth,results/26_resnet50_stylegan3_dibas/seed_2028_round_1_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2028_round_1_training_history.csv,26_resnet50_stylegan3_dibas
2028,2028,2,resnet50,ResNet-50,stylegan3,10,0.001608,1.0,169.08,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3661,2569,23,11,0.994572,0.991127,0.997004,0.995736,0.991127,0.993426,0.993757,0.997004,0.995378,0.994747,0.994065,0.994402,0.994065,checkpoints/26_resnet50_stylegan3_dibas/seed_2028_round_2_final.pth,results/26_resnet50_stylegan3_dibas/seed_2028_round_2_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2028_round_2_training_history.csv,26_resnet50_stylegan3_dibas
2028,2028,3,resnet50,ResNet-50,stylegan3,10,0.000742,1.0,167.37,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3647,2579,13,25,0.993934,0.994985,0.993192,0.990399,0.994985,0.992687,0.996448,0.993192,0.994817,0.993424,0.994088,0.993752,0.994088,checkpoints/26_resnet50_stylegan3_dibas/seed_2028_round_3_final.pth,results/26_resnet50_stylegan3_dibas/seed_2028_round_3_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2028_round_3_training_history.csv,26_resnet50_stylegan3_dibas
2028,2028,4,resnet50,ResNet-50,stylegan3,10,0.001674,0.999455,168.03,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3655,2590,2,17,0.996967,0.999228,0.99537,0.993479,0.999228,0.996345,0.999453,0.99537,0.997408,0.996466,0.997299,0.996877,0.997299,checkpoints/26_resnet50_stylegan3_dibas/seed_2028_round_4_final.pth,results/26_resnet50_stylegan3_dibas/seed_2028_round_4_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2028_round_4_training_history.csv,26_resnet50_stylegan3_dibas
2028,2028,5,resnet50,ResNet-50,stylegan3,10,0.001004,1.0,168.4,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3669,2569,23,3,0.995849,0.991127,0.999183,0.998834,0.991127,0.994965,0.99377,0.999183,0.996469,0.996302,0.995155,0.995717,0.995155,checkpoints/26_resnet50_stylegan3_dibas/seed_2028_round_5_final.pth,results/26_resnet50_stylegan3_dibas/seed_2028_round_5_predictions.csv,results/26_resnet50_stylegan3_dibas/seed_2028_round_5_training_history.csv,26_resnet50_stylegan3_dibas
2026,2026,1,efficientnetv2s,EfficientNetV2-S,baseline,10,0.001624,1.0,222.9,1,"2,3,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3661,2579,13,11,0.996169,0.994985,0.997004,0.995753,0.994985,0.995369,0.996462,0.997004,0.996733,0.996107,0.995994,0.996051,0.995994,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2026_round_1_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_1_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_1_training_history.csv,07_efficientnetv2s_baseline_dibas
2026,2026,2,efficientnetv2s,EfficientNetV2-S,baseline,10,0.006146,0.999361,172.45,2,"1,3,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3664,2584,8,8,0.997446,0.996914,0.997821,0.996914,0.996914,0.996914,0.997821,0.997821,0.997821,0.997367,0.997367,0.997367,0.997367,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2026_round_2_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_2_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_2_training_history.csv,07_efficientnetv2s_baseline_dibas
