cnn_seed,run_seed,round_id,model_name,model_display_name,training_mode,epochs,train_loss_final,train_accuracy_final,elapsed_seconds,train_fold_id,test_fold_ids,raw_train_sample_count,raw_test_sample_count,real_train_patch_count,gan_train_patch_count,total_train_patch_count,test_patch_count,real_train_cocci_count,real_train_bacilli_count,gan_train_cocci_count,gan_train_bacilli_count,train_cocci_count,train_bacilli_count,test_cocci_count,test_bacilli_count,sample_count,tp,tn,fp,fn,accuracy,accuracy_cocci,accuracy_bacilli,precision_cocci,recall_cocci,f1_cocci,precision_bacilli,recall_bacilli,f1_bacilli,macro_precision,macro_recall,macro_f1,balanced_accuracy,checkpoint_path,prediction_path,training_history_path,run_tag
2026,2026,3,efficientnetv2s,EfficientNetV2-S,baseline,10,0.010166,0.998084,171.86,3,"1,2,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3606,2589,3,66,0.988985,0.998843,0.982026,0.975141,0.998843,0.98685,0.999169,0.982026,0.990523,0.987155,0.990434,0.988686,0.990434,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2026_round_3_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_3_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_3_training_history.csv,07_efficientnetv2s_baseline_dibas
2026,2026,4,efficientnetv2s,EfficientNetV2-S,baseline,10,0.000696,1.0,170.79,4,"1,2,3,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3659,2589,3,13,0.997446,0.998843,0.99646,0.995004,0.998843,0.99692,0.999181,0.99646,0.997818,0.997092,0.997651,0.997369,0.997651,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2026_round_4_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_4_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_4_training_history.csv,07_efficientnetv2s_baseline_dibas
2026,2026,5,efficientnetv2s,EfficientNetV2-S,baseline,10,0.001174,1.0,170.9,5,"1,2,3,4",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3662,2566,26,10,0.994253,0.989969,0.997277,0.996118,0.989969,0.993034,0.99295,0.997277,0.995109,0.994534,0.993623,0.994071,0.993623,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2026_round_5_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_5_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2026_round_5_training_history.csv,07_efficientnetv2s_baseline_dibas
2027,2027,1,efficientnetv2s,EfficientNetV2-S,baseline,10,0.008499,0.997446,170.71,1,"2,3,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3656,2582,10,16,0.995849,0.996142,0.995643,0.993841,0.996142,0.99499,0.997272,0.995643,0.996457,0.995557,0.995892,0.995724,0.995892,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2027_round_1_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_1_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_1_training_history.csv,07_efficientnetv2s_baseline_dibas
2027,2027,2,efficientnetv2s,EfficientNetV2-S,baseline,10,0.007614,0.997446,171.0,2,"1,3,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3658,2586,6,14,0.996807,0.997685,0.996187,0.994615,0.997685,0.996148,0.998362,0.996187,0.997274,0.996489,0.996936,0.996711,0.996936,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2027_round_2_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_2_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_2_training_history.csv,07_efficientnetv2s_baseline_dibas
2027,2027,3,efficientnetv2s,EfficientNetV2-S,baseline,10,0.011935,0.996169,171.33,3,"1,2,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3661,2569,23,11,0.994572,0.991127,0.997004,0.995736,0.991127,0.993426,0.993757,0.997004,0.995378,0.994747,0.994065,0.994402,0.994065,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2027_round_3_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_3_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_3_training_history.csv,07_efficientnetv2s_baseline_dibas
2027,2027,4,efficientnetv2s,EfficientNetV2-S,baseline,10,0.001997,1.0,171.14,4,"1,2,3,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3660,2591,1,12,0.997925,0.999614,0.996732,0.99539,0.999614,0.997498,0.999727,0.996732,0.998227,0.997558,0.998173,0.997862,0.998173,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2027_round_4_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_4_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_4_training_history.csv,07_efficientnetv2s_baseline_dibas
2027,2027,5,efficientnetv2s,EfficientNetV2-S,baseline,10,0.001012,1.0,170.89,5,"1,2,3,4",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3668,2574,18,4,0.996488,0.993056,0.998911,0.998448,0.993056,0.995745,0.995117,0.998911,0.99701,0.996783,0.995983,0.996377,0.995983,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2027_round_5_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_5_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2027_round_5_training_history.csv,07_efficientnetv2s_baseline_dibas
2028,2028,1,efficientnetv2s,EfficientNetV2-S,baseline,10,0.000373,1.0,171.28,1,"2,3,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3649,2574,18,23,0.993455,0.993056,0.993736,0.991144,0.993056,0.992099,0.995091,0.993736,0.994413,0.993117,0.993396,0.993256,0.993396,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2028_round_1_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_1_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_1_training_history.csv,07_efficientnetv2s_baseline_dibas
2028,2028,2,efficientnetv2s,EfficientNetV2-S,baseline,10,0.00552,0.998723,172.58,2,"1,3,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3652,2582,10,20,0.995211,0.996142,0.994553,0.992314,0.996142,0.994224,0.997269,0.994553,0.995909,0.994791,0.995348,0.995067,0.995348,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2028_round_2_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_2_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_2_training_history.csv,07_efficientnetv2s_baseline_dibas
2028,2028,3,efficientnetv2s,EfficientNetV2-S,baseline,10,0.005849,0.998723,171.5,3,"1,2,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3626,2583,9,46,0.99122,0.996528,0.987473,0.982503,0.996528,0.989466,0.997524,0.987473,0.992473,0.990013,0.992,0.990969,0.992,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2028_round_3_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_3_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_3_training_history.csv,07_efficientnetv2s_baseline_dibas
2028,2028,4,efficientnetv2s,EfficientNetV2-S,baseline,10,0.003664,1.0,171.23,4,"1,2,3,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3663,2579,13,9,0.996488,0.994985,0.997549,0.996522,0.994985,0.995753,0.996464,0.997549,0.997006,0.996493,0.996267,0.996379,0.996267,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2028_round_4_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_4_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_4_training_history.csv,07_efficientnetv2s_baseline_dibas
2028,2028,5,efficientnetv2s,EfficientNetV2-S,baseline,10,0.002827,1.0,171.43,5,"1,2,3,4",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3663,2567,25,9,0.994572,0.990355,0.997549,0.996506,0.990355,0.993421,0.993221,0.997549,0.99538,0.994864,0.993952,0.994401,0.993952,checkpoints/07_efficientnetv2s_baseline_dibas/seed_2028_round_5_final.pth,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_5_predictions.csv,results/07_efficientnetv2s_baseline_dibas/seed_2028_round_5_training_history.csv,07_efficientnetv2s_baseline_dibas
2026,2026,1,efficientnetv2s,EfficientNetV2-S,gan,10,0.007703,0.997277,247.8,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3660,2574,18,12,0.995211,0.993056,0.996732,0.99536,0.993056,0.994206,0.995106,0.996732,0.995918,0.995233,0.994894,0.995062,0.994894,checkpoints/08_efficientnetv2s_gan_dibas/seed_2026_round_1_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2026_round_1_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2026_round_1_training_history.csv,08_efficientnetv2s_gan_dibas
2026,2026,2,efficientnetv2s,EfficientNetV2-S,gan,10,0.009936,0.998366,195.4,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3659,2579,13,13,0.995849,0.994985,0.99646,0.994985,0.994985,0.994985,0.99646,0.99646,0.99646,0.995722,0.995722,0.995722,0.995722,checkpoints/08_efficientnetv2s_gan_dibas/seed_2026_round_2_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2026_round_2_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2026_round_2_training_history.csv,08_efficientnetv2s_gan_dibas
2026,2026,3,efficientnetv2s,EfficientNetV2-S,gan,10,0.016814,0.995098,196.9,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3637,2586,6,35,0.993455,0.997685,0.990468,0.986646,0.997685,0.992135,0.998353,0.990468,0.994395,0.9925,0.994077,0.993265,0.994077,checkpoints/08_efficientnetv2s_gan_dibas/seed_2026_round_3_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2026_round_3_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2026_round_3_training_history.csv,08_efficientnetv2s_gan_dibas
2026,2026,4,efficientnetv2s,EfficientNetV2-S,gan,10,0.002939,0.999455,196.13,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3666,2583,9,6,0.997605,0.996528,0.998366,0.997683,0.996528,0.997105,0.997551,0.998366,0.997958,0.997617,0.997447,0.997532,0.997447,checkpoints/08_efficientnetv2s_gan_dibas/seed_2026_round_4_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2026_round_4_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2026_round_4_training_history.csv,08_efficientnetv2s_gan_dibas
2026,2026,5,efficientnetv2s,EfficientNetV2-S,gan,10,0.004131,0.998366,195.82,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3669,2579,13,3,0.997446,0.994985,0.999183,0.998838,0.994985,0.996908,0.996469,0.999183,0.997824,0.997654,0.997084,0.997366,0.997084,checkpoints/08_efficientnetv2s_gan_dibas/seed_2026_round_5_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2026_round_5_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2026_round_5_training_history.csv,08_efficientnetv2s_gan_dibas
2027,2027,1,efficientnetv2s,EfficientNetV2-S,gan,10,0.002412,0.999455,197.01,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3661,2580,12,11,0.996328,0.99537,0.997004,0.995755,0.99537,0.995562,0.996733,0.997004,0.996869,0.996244,0.996187,0.996216,0.996187,checkpoints/08_efficientnetv2s_gan_dibas/seed_2027_round_1_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2027_round_1_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2027_round_1_training_history.csv,08_efficientnetv2s_gan_dibas
2027,2027,2,efficientnetv2s,EfficientNetV2-S,gan,10,0.000773,1.0,195.85,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3663,2583,9,9,0.997126,0.996528,0.997549,0.996528,0.996528,0.996528,0.997549,0.997549,0.997549,0.997038,0.997038,0.997038,0.997038,checkpoints/08_efficientnetv2s_gan_dibas/seed_2027_round_2_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2027_round_2_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2027_round_2_training_history.csv,08_efficientnetv2s_gan_dibas
2027,2027,3,efficientnetv2s,EfficientNetV2-S,gan,10,0.00435,0.999455,197.12,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3633,2587,5,39,0.992976,0.998071,0.989379,0.985149,0.998071,0.991568,0.998626,0.989379,0.993981,0.991887,0.993725,0.992774,0.993725,checkpoints/08_efficientnetv2s_gan_dibas/seed_2027_round_3_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2027_round_3_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2027_round_3_training_history.csv,08_efficientnetv2s_gan_dibas
2027,2027,4,efficientnetv2s,EfficientNetV2-S,gan,10,0.002009,0.999455,195.44,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3662,2578,14,10,0.996169,0.994599,0.997277,0.996136,0.994599,0.995367,0.996192,0.997277,0.996734,0.996164,0.995938,0.99605,0.995938,checkpoints/08_efficientnetv2s_gan_dibas/seed_2027_round_4_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2027_round_4_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2027_round_4_training_history.csv,08_efficientnetv2s_gan_dibas
2027,2027,5,efficientnetv2s,EfficientNetV2-S,gan,10,0.004681,0.998911,196.27,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3670,2554,38,2,0.993614,0.98534,0.999455,0.999218,0.98534,0.99223,0.989752,0.999455,0.99458,0.994485,0.992397,0.993405,0.992397,checkpoints/08_efficientnetv2s_gan_dibas/seed_2027_round_5_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2027_round_5_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2027_round_5_training_history.csv,08_efficientnetv2s_gan_dibas
2028,2028,1,efficientnetv2s,EfficientNetV2-S,gan,10,0.000886,1.0,199.71,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3660,2576,16,12,0.99553,0.993827,0.996732,0.995363,0.993827,0.994595,0.995647,0.996732,0.996189,0.995505,0.99528,0.995392,0.99528,checkpoints/08_efficientnetv2s_gan_dibas/seed_2028_round_1_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2028_round_1_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2028_round_1_training_history.csv,08_efficientnetv2s_gan_dibas
2028,2028,2,efficientnetv2s,EfficientNetV2-S,gan,10,0.000588,1.0,195.53,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3665,2580,12,7,0.996967,0.99537,0.998094,0.997294,0.99537,0.996331,0.996736,0.998094,0.997415,0.997015,0.996732,0.996873,0.996732,checkpoints/08_efficientnetv2s_gan_dibas/seed_2028_round_2_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2028_round_2_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2028_round_2_training_history.csv,08_efficientnetv2s_gan_dibas
2028,2028,3,efficientnetv2s,EfficientNetV2-S,gan,10,0.001004,0.999455,195.69,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3644,2587,5,28,0.994732,0.998071,0.992375,0.989293,0.998071,0.993662,0.99863,0.992375,0.995492,0.993961,0.995223,0.994577,0.995223,checkpoints/08_efficientnetv2s_gan_dibas/seed_2028_round_3_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2028_round_3_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2028_round_3_training_history.csv,08_efficientnetv2s_gan_dibas
2028,2028,4,efficientnetv2s,EfficientNetV2-S,gan,10,0.003266,0.999455,196.55,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3659,2592,0,13,0.997925,1.0,0.99646,0.99501,1.0,0.997499,1.0,0.99646,0.998227,0.997505,0.99823,0.997863,0.99823,checkpoints/08_efficientnetv2s_gan_dibas/seed_2028_round_4_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2028_round_4_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2028_round_4_training_history.csv,08_efficientnetv2s_gan_dibas
2028,2028,5,efficientnetv2s,EfficientNetV2-S,gan,10,0.008029,0.997277,195.5,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3671,2568,24,1,0.996009,0.990741,0.999728,0.999611,0.990741,0.995156,0.993505,0.999728,0.996606,0.996558,0.995234,0.995881,0.995234,checkpoints/08_efficientnetv2s_gan_dibas/seed_2028_round_5_final.pth,results/08_efficientnetv2s_gan_dibas/seed_2028_round_5_predictions.csv,results/08_efficientnetv2s_gan_dibas/seed_2028_round_5_training_history.csv,08_efficientnetv2s_gan_dibas
2026,2026,1,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.006576,0.999455,247.27,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3656,2583,9,16,0.996009,0.996528,0.995643,0.993844,0.996528,0.995184,0.997544,0.995643,0.996593,0.995694,0.996085,0.995888,0.996085,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_1_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_1_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_1_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2026,2026,2,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.000946,1.0,195.34,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3665,2584,8,7,0.997605,0.996914,0.998094,0.997298,0.996914,0.997106,0.997822,0.998094,0.997958,0.99756,0.997504,0.997532,0.997504,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_2_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_2_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_2_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2026,2026,3,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.012445,0.996732,195.71,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3640,2587,5,32,0.994093,0.998071,0.991285,0.987782,0.998071,0.9929,0.998628,0.991285,0.994943,0.993205,0.994678,0.993921,0.994678,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_3_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_3_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_3_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2026,2026,4,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.003234,0.998911,195.63,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3659,2586,6,13,0.996967,0.997685,0.99646,0.994998,0.997685,0.99634,0.998363,0.99646,0.99741,0.99668,0.997072,0.996875,0.997072,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_4_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_4_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_4_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2026,2026,5,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.000958,1.0,195.47,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3670,2582,10,2,0.998084,0.996142,0.999455,0.999226,0.996142,0.997682,0.997283,0.999455,0.998368,0.998254,0.997799,0.998025,0.997799,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_5_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_5_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2026_round_5_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2027,2027,1,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.001288,1.0,194.88,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3663,2578,14,9,0.996328,0.994599,0.997549,0.996521,0.994599,0.995559,0.996193,0.997549,0.99687,0.996357,0.996074,0.996215,0.996074,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_1_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_1_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_1_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2027,2027,2,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.002771,0.999455,194.92,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3661,2583,9,11,0.996807,0.996528,0.997004,0.995759,0.996528,0.996143,0.997548,0.997004,0.997276,0.996654,0.996766,0.99671,0.996766,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_2_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_2_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_2_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2027,2027,3,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.001778,0.999455,193.74,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3652,2577,15,20,0.994413,0.994213,0.994553,0.992299,0.994213,0.993255,0.995909,0.994553,0.995231,0.994104,0.994383,0.994243,0.994383,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_3_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_3_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_3_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2027,2027,4,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.002262,0.999455,193.88,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3661,2589,3,11,0.997765,0.998843,0.997004,0.995769,0.998843,0.997304,0.999181,0.997004,0.998092,0.997475,0.997923,0.997698,0.997923,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_4_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_4_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_4_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2027,2027,5,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.004482,0.998911,195.27,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3666,2570,22,6,0.99553,0.991512,0.998366,0.997671,0.991512,0.994582,0.994035,0.998366,0.996196,0.995853,0.994939,0.995389,0.994939,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_5_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_5_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2027_round_5_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2028,2028,1,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.000802,1.0,197.66,1,"2,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3659,2578,14,13,0.99569,0.994599,0.99646,0.994983,0.994599,0.994791,0.996188,0.99646,0.996324,0.995586,0.995529,0.995557,0.995529,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_1_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_1_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_1_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2028,2028,2,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.008261,0.997821,195.56,2,"1,3,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3661,2580,12,11,0.996328,0.99537,0.997004,0.995755,0.99537,0.995562,0.996733,0.997004,0.996869,0.996244,0.996187,0.996216,0.996187,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_2_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_2_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_2_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2028,2028,3,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.000438,1.0,195.12,3,"1,2,4,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3649,2587,5,23,0.99553,0.998071,0.993736,0.991188,0.998071,0.994617,0.998632,0.993736,0.996178,0.99491,0.995904,0.995398,0.995904,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_3_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_3_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_3_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2028,2028,4,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.015124,0.996187,194.77,4,"1,2,3,5",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3651,2590,2,21,0.996328,0.999228,0.994281,0.991957,0.999228,0.995579,0.999453,0.994281,0.99686,0.995705,0.996755,0.99622,0.996755,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_4_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_4_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_4_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2028,2028,5,efficientnetv2s,EfficientNetV2-S,stylegan3,10,0.00954,0.997277,195.74,5,"1,2,3,4",29,116,1566,270,1836,6264,648,918,270,0,918,918,2592,3672,6264,3671,2494,98,1,0.984195,0.962191,0.999728,0.999599,0.962191,0.980539,0.973998,0.999728,0.986695,0.986799,0.98096,0.983617,0.98096,checkpoints/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_5_final.pth,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_5_predictions.csv,results/27_efficientnetv2s_stylegan3_dibas/seed_2028_round_5_training_history.csv,27_efficientnetv2s_stylegan3_dibas
2026,2026,1,convnextv2nano,ConvNeXtV2-Nano,baseline,10,0.002915,0.999361,223.62,1,"2,3,4,5",29,116,1566,0,1566,6264,648,918,0,0,648,918,2592,3672,6264,3648,2561,31,24,0.99122,0.98804,0.993464,0.990716,0.98804,0.989376,0.991574,0.993464,0.992518,0.991145,0.990752,0.990947,0.990752,checkpoints/09_convnextv2nano_baseline_dibas/seed_2026_round_1_final.pth,results/09_convnextv2nano_baseline_dibas/seed_2026_round_1_predictions.csv,results/09_convnextv2nano_baseline_dibas/seed_2026_round_1_training_history.csv,09_convnextv2nano_baseline_dibas
