cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.959792,0.02752,0.962454,0.025171,0.959298,0.027635
2027,5,0.974894,0.016213,0.972657,0.018781,0.974201,0.016798
2028,5,0.97271,0.017048,0.971722,0.019553,0.972026,0.017678
