seed_count,fold_count,run_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_precision,std_macro_precision,mean_macro_recall,std_macro_recall,mean_macro_f1,std_macro_f1
3,5,15,0.994735,0.001818,0.994819,0.001692,0.994451,0.002061,0.994819,0.001692,0.994625,0.001851
