cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.994733,0.001602,0.994993,0.001366,0.994625,0.00163
2027,5,0.995518,0.002043,0.995647,0.001522,0.995425,0.002079
2028,5,0.993953,0.001816,0.993818,0.001921,0.993825,0.001846
