cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.993607,0.003187,0.99383,0.002649,0.993477,0.003239
2027,5,0.993132,0.00337,0.993493,0.002745,0.992993,0.003428
2028,5,0.990688,0.006835,0.990626,0.007004,0.990491,0.006982
