cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.993231,0.003011,0.992626,0.003864,0.993014,0.003122
2027,5,0.993135,0.005419,0.992409,0.006793,0.992906,0.005627
2028,5,0.995275,0.001176,0.995028,0.001345,0.995129,0.001212
