true_class,predicted_class,mean_row_rate,std_row_rate
cocci,cocci,0.990304,0.009974
cocci,bacilli,0.009696,0.009974
bacilli,cocci,0.003595,0.002482
bacilli,bacilli,0.996405,0.002482
