cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.994262,0.003175,0.994454,0.002633,0.994146,0.003229
2027,5,0.993958,0.003695,0.994313,0.003167,0.993838,0.003761
2028,5,0.994617,0.002045,0.994553,0.001812,0.994504,0.00208
