class_name,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
cocci,0.994189,0.002433,0.992644,0.00539,0.993405,0.002454
bacilli,0.994829,0.003752,0.995897,0.001733,0.995357,0.001701
