cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.993742,0.002312,0.993414,0.002767,0.993547,0.002389
2027,5,0.994859,0.00267,0.994594,0.003357,0.994698,0.002763
2028,5,0.995051,0.000639,0.994803,0.000788,0.994899,0.000658
