cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.994444,0.001887,0.994161,0.001946,0.994273,0.001945
2027,5,0.991794,0.004542,0.991605,0.004591,0.991545,0.004679
2028,5,0.993231,0.002843,0.99282,0.002996,0.993021,0.002929
