cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.973276,0.023767,0.970681,0.029136,0.972123,0.025252
2027,5,0.984483,0.004835,0.982634,0.006146,0.983952,0.005035
2028,5,0.975575,0.009175,0.97271,0.012126,0.974667,0.009645
