cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.992625,0.00266,0.992189,0.003428,0.992392,0.002756
2027,5,0.991316,0.001983,0.990823,0.002737,0.991043,0.002056
2028,5,0.984994,0.016825,0.985555,0.01394,0.984642,0.017072
