cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.990259,0.003867,0.99024,0.003223,0.99006,0.003922
2027,5,0.990803,0.005658,0.991089,0.004984,0.990624,0.005746
2028,5,0.986659,0.003306,0.985902,0.004315,0.986358,0.003391
