class_name,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
cocci,0.987052,0.010524,0.987978,0.009764,0.987442,0.005207
bacilli,0.991078,0.007091,0.990177,0.00814,0.990586,0.003952
