cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.973349,0.044787,0.969547,0.052681,0.971805,0.047919
2027,5,0.958632,0.041255,0.958125,0.040338,0.957759,0.04199
2028,5,0.991156,0.004385,0.99093,0.003895,0.990972,0.004456
