cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.994668,0.002225,0.994953,0.001963,0.994511,0.002288
2027,5,0.995722,0.001754,0.995591,0.001875,0.99559,0.001808
2028,5,0.996009,0.001405,0.995779,0.001915,0.995885,0.001453
