cnn_seed,fold_count,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_macro_f1,std_macro_f1
2026,5,0.995161,0.001574,0.995337,0.001306,0.99506,0.001609
2027,5,0.995159,0.001183,0.995241,0.000973,0.995058,0.001202
2028,5,0.994562,0.002788,0.994496,0.002242,0.994449,0.002835
